book_key,book_id,book_category,book_subcategory,rank,book_partial_url,dist_rating,book_title,author,price,book_type,number_of_review,rating,audible_length,narrator,release_date,publisher,program_type,book_version,book_language,asin,page_number,isbn_10,isbn_13,book_weight,book_dimensions,file_size,text_to_speech,screenreader,enhanced_typesetting,word_wise,x_ray,book_weight_gram,price_$,review_num,audible_length_minute,file_size_kb,page_num,book_width,book_thick,book_height,date_release,rate_5,rate_4,rate_3,rate_2,rate_1,rank_text,review_score,estimated_total_sales,row_number
32074,101,Biographies & Memoirs,Professional & Academic Biographies,#19,/Scratch-Memoir-Love-Sicily-Finding/dp/B07M7KZKDF/ref=zg_bs_935136_sccl_19/000-0000000-0000000?pd_rd_i=B07M7KZKDF&psc=1,"[66%, 22%, 8%, 2%, 1%]","From Scratch: A Memoir of Love, Sicily, and Finding Home",Tembi Locke,$30.70,AudibleAudiobook,1602,4.5,10 hours and 17 minutes,Tembi Locke,April 30 2019,Simon & Schuster Audio,Audiobook,Unabridged,English,B07M7KZKDF,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,1602,617,0,0,NaN,,,2019-04-30,66,22,8,2,1,Top rank,72.09,,1
128,129,Travel,US Travel Guides,#29,/Wild-Found-Pacific-Crest-Trail/dp/B072871639/ref=zg_bs_961664_sccl_29/000-0000000-0000000?pd_rd_i=B072871639&psc=1,"[71%, 19%, 6%, 2%, 2%]",Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,$36.85,AudibleAudiobook,20614,4.6,13 hours and 2 minutes,Bernadette Dunne,March 20 2012,Random House Audio,Audiobook,Unabridged,English,B072871639,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,20614,782,0,0,NaN,,,2012-03-20,71,19,6,2,2,Middle rank,948.24,,1
132,133,Travel,US Travel Guides,#33,/The-Solace-of-Open-Spaces/dp/B08J87NMHK/ref=zg_bs_961664_sccl_3/000-0000000-0000000?pd_rd_i=B08J87NMHK&psc=1,"[72%, 17%, 7%, 2%, 2%]",The Solace of Open Spaces,Gretel Ehrlich,$23.03,AudibleAudiobook,615,4.6,4 hours and 44 minutes,Gretel Ehrlich,January 19 2021,Penguin Audio,Audiobook,Unabridged,English,B08J87NMHK,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,23.03,615,284,0,0,NaN,,,,72,17,7,2,2,Middle rank,28.29,,1
9396,148,Professional & Technical Books,Architecture,#48,/99-Invisible-City-Hidden-Everyday/dp/B08KC2GGY8/ref=zg_bs_951342_sccl_18/000-0000000-0000000?pd_rd_i=B08KC2GGY8&psc=1,"[83%, 10%, 4%, 1%, 1%]",The 99% Invisible City: A Field Guide to the Hidden World of Everyday Design,Roman Mars,$35.01,AudibleAudiobook,2822,4.7,10 hours and 48 minutes,Roman Mars,October 06 2020,HMH Audio,Audiobook,Unabridged,English,B08KC2GGY8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,30.26,2822,0,0,0,NaN,,,,83,10,4,1,1,Middle rank,132.63,,1
188,178,Travel,US Travel Guides,#89,/Haunted-Road-Atlas-Dangerous-Destinations/dp/B09VYBQT6W/ref=zg_bs_961664_sccl_9/000-0000000-0000000?pd_rd_i=B09VYBQT6W&psc=1,"[92%, 4%, 2%, 1%, 1%]","A Haunted Road Atlas: Sinister Stops, Dangerous Destinations, and True Crime Tales",Christine Schiefer,$25.90,AudibleAudiobook,476,4.9,6 hours and 45 minutes,Christine Schiefer,May 31 2022,Andrews McMeel Publishing,Audiobook,Unabridged,English,B09VYBQT6W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,32.99,476,405,0,0,NaN,,,2022-05-31,92,4,2,1,1,Low rank,23.32,739571.95,1
196,191,Travel,US Travel Guides,#97,/A-Walk-in-the-Woods/dp/B0716QNP1L/ref=zg_bs_961664_sccl_17/000-0000000-0000000?pd_rd_i=B0716QNP1L&psc=1,"[64%, 20%, 12%, 2%, 1%]",A Walk in the Woods,Bill Bryson,$25.06,AudibleAudiobook,9270,4.4,5 hours and 58 minutes,Bill Bryson,April 01 2010,Random House AudioBooks,Audiobook,Abridged,English,B0716QNP1L,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,25.06,9270,358,0,0,NaN,,,2010-04-01,64,20,12,2,1,Low rank,407.88,368820.20,1
325,302,Teen & Young Adult,Social Sciences for Young Adults,#26,/White-Fragility-Adapted-Young-Adults/dp/B0B6225L22/ref=zg_bs_20941649011_sccl_26/000-0000000-0000000?pd_rd_i=B0B6225L22&psc=1,"[100%, 0%, 0%, 0%, 0%]",White Fragility (Adapted for Young Adults): Why Understanding Racism Can Be So Hard for White People (Adapted for Young Adults),Robin DiAngelo,$49.88,AudibleAudiobook,2,5,5 hours and 51 minutes,nan,September 13 2022,"Dreamscape Media, LLC",Audiobook,Unabridged,English,B0B6225L22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,22.00,2,0,0,0,NaN,,,,100,0,0,0,0,Middle rank,,,1
20293,310,Teen & Young Adult,History Reference Material for Young Adults,#52,/The-Fountains-of-Silence/dp/B07QV1JPH7/ref=zg_bs_20941583011_sccl_2/000-0000000-0000000?pd_rd_i=B07QV1JPH7&psc=1,"[72%, 22%, 5%, 1%, 1%]",The Fountains of Silence,Ruta Sepetys,$42.22,AudibleAudiobook,2445,4.6,12 hours and 24 minutes,Ruta Sepetys,October 01 2019,Listening Library,Audiobook,Unabridged,English,B07QV1JPH7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,42.22,2445,0,0,0,NaN,,,,71,22,5,1,1,Middle rank,112.47,,1
349,340,Teen & Young Adult,Social Sciences for Young Adults,#50,/1493-Young-People-Columbuss-Globalization/dp/B072L9SZSQ/ref=zg_bs_20941649011_sccl_20/000-0000000-0000000?pd_rd_i=B072L9SZSQ&psc=1,"[79%, 3%, 5%, 0%, 12%]",1493 for Young People: From Columbus's Voyage to Globalization,Rebecca Stefoff,$23.10,AudibleAudiobook,44,4.4,6 hours and 32 minutes,James Fouhey,April 07 2016,Audible Studios,Audiobook,Unabridged,English,B072L9SZSQ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,23.10,44,392,0,0,NaN,,,2016-04-07,77,3,5,0,14,Middle rank,,3091.55,1
352,343,Teen & Young Adult,Social Sciences for Young Adults,#53,/Surviving-Emotional-Roller-Coaster-Emotions/dp/B0872JDJ36/ref=zg_bs_20941649011_sccl_3/000-0000000-0000000?pd_rd_i=B0872JDJ36&psc=1,"[88%, 6%, 0%, 6%, 0%]",Surviving the Emotional Roller Coaster: DBT Skills to Help Teens Manage Emotions,Sheri Van Dijk MSW,$19.18,AudibleAudiobook,24,4.8,5 hours and 56 minutes,Suzie Althens,April 28 2020,Tantor Audio,Audiobook,Unabridged,English,B0872JDJ36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,24,356,0,0,NaN,,,2020-04-28,88,6,0,6,0,Middle rank,,,1
353,344,Teen & Young Adult,Social Sciences for Young Adults,#54,/Better-than-We-Found-Conversations/dp/B0B46MX9DH/ref=zg_bs_20941649011_sccl_4/000-0000000-0000000?pd_rd_i=B0B46MX9DH&psc=1,"[100%, 0%, 0%, 0%, 0%]",Better than We Found It: Conversations to Help Save the World,Frederick Joseph,$28.37,AudibleAudiobook,1,5,nan,Cary Hite,November 11 2022,Blackstone Publishing,Audiobook,Unabridged,English,B0B46MX9DH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,28.37,1,0,0,0,NaN,,,,100,0,0,0,0,Middle rank,,,1
1546,372,Literature & Fiction,World Literature,#53,/Platos-Republic/dp/B0711PSGSG/ref=zg_bs_927792_sccl_3/000-0000000-0000000?pd_rd_i=B0711PSGSG&psc=1,"[69%, 18%, 8%, 2%, 3%]",Plato's Republic,Plato,$27.36,AudibleAudiobook,4139,4.5,11 hours and 46 minutes,Ray Childs,April 01 2016,"Agora, New Internet Technologies",Audiobook,Unabridged,English,B0711PSGSG,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,27.36,4139,706,0,0,NaN,,,2016-04-01,69,18,8,2,3,Middle rank,186.26,343588.61,1
413,388,Sports,Winter Sports,#14,/Audible-Hockey-Moms-Heart-Game/dp/B09T54QN2J/ref=zg_bs_959734_sccl_14/000-0000000-0000000?pd_rd_i=B09T54QN2J&psc=1,"[100%, 0%, 0%, 0%, 0%]",Hockey Moms: The Heart of the Game,Theresa Bailey,$35.01,AudibleAudiobook,2,5,7 hours and 34 minutes,Emma Love,October 18 2022,HarperAudio,Audiobook,Unabridged,English,B09T54QN2J,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,35.01,2,0,0,0,NaN,,,,100,0,0,0,0,Top rank,,,1
404,392,Sports,Winter Sports,#5,/99-Stories-of-the-Game/dp/B071VPM7SR/ref=zg_bs_959734_sccl_5/000-0000000-0000000?pd_rd_i=B071VPM7SR&psc=1,"[77%, 18%, 4%, 1%, 0%]",99: Stories of the Game,Wayne Gretzky,$34.55,AudibleAudiobook,619,4.7,12 hours and 10 minutes,Mike Chamberlain,October 18 2016,Penguin Audio,Audiobook,Unabridged,English,B071VPM7SR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,34.55,619,730,0,0,NaN,,,,77,18,4,1,0,Top rank,29.09,,1
405,393,Sports,Winter Sports,#6,/The-Game-20th-Anniversary-Edition/dp/B0711PJW1X/ref=zg_bs_959734_sccl_6/000-0000000-0000000?pd_rd_i=B0711PJW1X&psc=1,"[70%, 19%, 6%, 2%, 2%]",The Game: 20th Anniversary Edition,Ken Dryden,$28.88,AudibleAudiobook,96,4.5,13 hours and 56 minutes,Ken Dryden,December 20 2012,Audible Studios,Audiobook,Unabridged,English,B0711PJW1X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,28.88,96,836,0,0,NaN,,,,70,19,6,2,2,Top rank,,,1
485,395,Sports,Winter Sports,#86,/Greatest-Comeback-Canada-Fought-Reinvented/dp/B09PSKV69M/ref=zg_bs_959734_sccl_6/000-0000000-0000000?pd_rd_i=B09PSKV69M&psc=1,"[100%, 0%, 0%, 0%, 0%]","The Greatest Comeback: How Team Canada Fought Back, Took the Summit Series, and Reinvented Hockey",John U. Bacon,$35.01,AudibleAudiobook,7,5,12 hours and 14 minutes,Braden Wright,September 27 2022,Collins,Audiobook,Unabridged,English,B09PSKV69M,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,24.75,7,0,0,0,NaN,,,,83,17,0,0,0,Low rank,,,1
412,398,Sports,Winter Sports,#13,/Audible-Over-Boards-Lessons-Ice/dp/B097C6TBPM/ref=zg_bs_959734_sccl_13/000-0000000-0000000?pd_rd_i=B097C6TBPM&psc=1,"[72%, 21%, 5%, 0%, 2%]",Over the Boards: Lessons from the Ice,Hayley Wickenheiser,$36.85,AudibleAudiobook,110,4.6,7 hours and 4 minutes,Katie Ryerson,October 12 2021,Viking,Audiobook,Unabridged,English,B097C6TBPM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,36.85,110,424,0,0,NaN,,,,72,21,5,0,2,Top rank,5.06,,1
415,399,Sports,Winter Sports,#16,/No-One-Wins-Alone/dp/B08YLYR5V9/ref=zg_bs_959734_sccl_16/000-0000000-0000000?pd_rd_i=B08YLYR5V9&psc=1,"[69%, 21%, 4%, 3%, 3%]",No One Wins Alone,Jimmy Roberts,$24.86,AudibleAudiobook,56,4.5,10 hours and 13 minutes,Mark Messier - prologue epilogue,October 26 2021,Simon & Schuster,Audiobook,Unabridged,English,B08YLYR5V9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,56,0,0,0,NaN,,,,69,21,4,3,3,Top rank,,,1
423,400,Sports,Winter Sports,#24,/Crossroads-Tragedy-Resilience-Humboldt-Bronco/dp/B08BXBCMB1/ref=zg_bs_959734_sccl_24/000-0000000-0000000?pd_rd_i=B08BXBCMB1&psc=1,"[85%, 11%, 2%, 1%, 1%]",Crossroads: My Story of Tragedy and Resilience as a Humboldt Bronco,Kaleb Dahlgren,$31.26,AudibleAudiobook,1004,4.8,7 hours and 55 minutes,Adam Verner,March 16 2021,HarperCollins Publishers Ltd.,Audiobook,Unabridged,English,B08BXBCMB1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,31.26,1004,0,0,0,NaN,,,2021-03-16,85,11,2,1,1,Top rank,48.19,384414.08,1
417,401,Sports,Winter Sports,#18,/Burkes-Law-Life-Hockey/dp/B087MZ5MYB/ref=zg_bs_959734_sccl_18/000-0000000-0000000?pd_rd_i=B087MZ5MYB&psc=1,"[73%, 20%, 5%, 1%, 1%]",Burke's Law: A Life in Hockey,Brian Burke,$39.92,AudibleAudiobook,1365,4.6,8 hours and 30 minutes,Brian Burke,October 13 2020,Viking,Audiobook,Unabridged,English,B087MZ5MYB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,1365,0,0,0,NaN,,,,73,20,5,1,1,Top rank,62.79,,1
418,402,Sports,Winter Sports,#19,/The-Save-of-My-Life/dp/B08VSBM3KH/ref=zg_bs_959734_sccl_19/000-0000000-0000000?pd_rd_i=B08VSBM3KH&psc=1,"[100%, 0%, 0%, 0%, 0%]",The Save of My Life: My Journey Out of the Dark,Corey Hirsch,$35.01,AudibleAudiobook,5,5,5 hours and 41 minutes,Rex Anderson,October 11 2022,Collins,Audiobook,Unabridged,English,B08VSBM3KH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,35.01,5,0,0,0,NaN,,,,100,0,0,0,0,Top rank,,,1
419,403,Sports,Winter Sports,#20,/Call-Me-Indian-Residential-Indigenous/dp/B093TLXLMM/ref=zg_bs_959734_sccl_20/000-0000000-0000000?pd_rd_i=B093TLXLMM&psc=1,"[79%, 17%, 2%, 1%, 1%]",Call Me Indian: From the Trauma of Residential School to Becoming the NHL's First Treaty Indigenous Player,Fred Sasakamoose,$36.85,AudibleAudiobook,306,4.7,10 hours and 9 minutes,Wilton Littlechild,May 18 2021,Viking,Audiobook,Unabridged,English,B093TLXLMM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,13.99,306,0,0,0,NaN,,,2021-05-18,79,17,2,1,1,Top rank,14.38,58632.01,1
484,408,Sports,Winter Sports,#85,/Hockey-Confidence-Train-Your-Brain/dp/B09M63J467/ref=zg_bs_959734_sccl_5/000-0000000-0000000?pd_rd_i=B09M63J467&psc=1,"[72%, 22%, 0%, 4%, 3%]",Hockey Confidence: Train Your Brain to Win in Hockey and in Life,Isabelle Hamptonstone MSc.,$16.40,AudibleAudiobook,76,4.6,3 hours and 37 minutes,Jon Keen,November 18 2021,Isabelle Hampton-Stone M.Sc.,Audiobook,Unabridged,English,B09M63J467,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,76,217,0,0,NaN,,,,71,23,0,4,3,Low rank,,,1
427,409,Sports,Winter Sports,#28,/Scotty-Hockey-Life-Like-Other/dp/B07X644NKM/ref=zg_bs_959734_sccl_28/000-0000000-0000000?pd_rd_i=B07X644NKM&psc=1,"[74%, 16%, 7%, 0%, 3%]",Scotty: A Hockey Life Like No Other,Ken Dryden,$45.98,AudibleAudiobook,562,4.6,15 hours and 32 minutes,Ken Dryden,October 29 2019,McClelland & Stewart,Audiobook,Unabridged,English,B07X644NKM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,45.98,562,932,0,0,NaN,,,,74,16,7,0,3,Middle rank,25.85,,1
440,418,Sports,Winter Sports,#41,/Behind-Bench-Hockeys-Greatest-Coaches/dp/B07N1RWG79/ref=zg_bs_959734_sccl_11/000-0000000-0000000?pd_rd_i=B07N1RWG79&psc=1,"[75%, 16%, 5%, 3%, 2%]",Behind the Bench: Inside the Minds of Hockey's Greatest Coaches,Craig Custance,$19.18,AudibleAudiobook,164,4.6,8 hours and 5 minutes,Barry Abrams,February 12 2019,Tantor Audio,Audiobook,Unabridged,English,B07N1RWG79,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,19.18,164,485,0,0,NaN,,,,75,16,5,3,2,Middle rank,7.54,,1
446,424,Sports,Winter Sports,#47,/Offside-My-Life-Crossing-Line/dp/B077PBVNZ8/ref=zg_bs_959734_sccl_17/000-0000000-0000000?pd_rd_i=B077PBVNZ8&psc=1,"[71%, 21%, 5%, 3%, 1%]",Offside: My Life Crossing the Line,Sean Avery,$42.81,AudibleAudiobook,190,4.6,11 hours and 21 minutes,Sean Avery,November 29 2017,Viking,Audiobook,Unabridged,English,B077PBVNZ8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,42.81,190,681,0,0,NaN,,,,71,21,5,3,1,Middle rank,8.74,,1
460,438,Sports,Winter Sports,#61,/Rise-My-Story/dp/B07TD96B27/ref=zg_bs_959734_sccl_11/000-0000000-0000000?pd_rd_i=B07TD96B27&psc=1,"[64%, 19%, 12%, 3%, 2%]",Rise: My Story,Lindsey Vonn,$35.01,AudibleAudiobook,394,4.4,10 hours and 10 minutes,Andi Arndt,January 11 2022,HarperAudio,Audiobook,Unabridged,English,B07TD96B27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,35.01,394,610,0,0,NaN,,,,64,19,12,3,2,Middle rank,17.34,,1
472,449,Sports,Winter Sports,#73,/Game-Change-Montador-Future-Hockey/dp/B076HV82KZ/ref=zg_bs_959734_sccl_23/000-0000000-0000000?pd_rd_i=B076HV82KZ&psc=1,"[80%, 13%, 6%, 1%, 0%]","Game Change: The Life and Death of Steve Montador, and the Future of Hockey",Ken Dryden,$42.91,AudibleAudiobook,133,4.7,11 hours and 21 minutes,Ken Dryden,October 17 2017,Signal,Audiobook,Unabridged,English,B076HV82KZ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,42.91,133,681,0,0,NaN,,,,80,13,6,1,0,Middle rank,6.25,,1
27450,541,"Health, Mind & Body",Health Disorders & Diseases,#14,/Disorganized-Mind-Coaching-Control-Talents/dp/B072N1PPYY/ref=zg_bs_943050_sccl_14/000-0000000-0000000?pd_rd_i=B072N1PPYY&psc=1,"[73%, 14%, 7%, 4%, 2%]","The Disorganized Mind: Coaching Your ADHD Brain to Take Control of Your Time, Tasks, and Talents",Nancy A. Ratey,$30.78,AudibleAudiobook,217,4.5,8 hours and 15 minutes,Virginia Wolf,June 27 2017,Tantor Audio,Audiobook,Unabridged,English,B072N1PPYY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,13.99,217,495,0,0,NaN,,,2017-06-27,73,14,7,4,2,Top rank,9.77,11341.64,1
695,652,Science,Technology,#1,/The-Selfish-Gene/dp/B072FDQRTL/ref=zg_bs_956788_sccl_1/000-0000000-0000000?pd_rd_i=B072FDQRTL&psc=1,"[75%, 15%, 6%, 1%, 3%]",The Selfish Gene,Richard Dawkins,$29.35,AudibleAudiobook,5187,4.6,16 hours and 12 minutes,Richard Dawkins,March 29 2011,Audible Studios,Audiobook,Unabridged,English,B072FDQRTL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,29.35,5187,972,0,0,NaN,,,2011-03-29,75,15,6,1,3,Top rank,238.60,262356.16,1
8171,657,"Society, Politics & Philosophy",Social Sciences,#80,/Blank-Slate-Modern-Denial-Nature/dp/B071VPLJMF/ref=zg_bs_930140_sccl_30/000-0000000-0000000?pd_rd_i=B071VPLJMF&psc=1,"[73%, 17%, 7%, 2%, 2%]",The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,$25.35,AudibleAudiobook,1117,4.6,22 hours and 40 minutes,Victor Bevine,December 01 2009,Audible Studios,Audiobook,Unabridged,English,B071VPLJMF,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,1117,1360,0,0,NaN,,,,73,17,6,2,2,Low rank,51.38,,1
7868,659,Parenting & Families,Aging Parents,#77,/Last-Doctor-Lessons-Medical-Assistance/dp/B09XXYKLPX/ref=zg_bs_950644_sccl_27/000-0000000-0000000?pd_rd_i=B09XXYKLPX&psc=1,"[83%, 17%, 0%, 0%, 0%]",The Last Doctor: Lessons in Living from the Front Lines of Medical Assistance in Dying,Jean Marmoreo,$38.38,AudibleAudiobook,8,4.8,8 hours and 29 minutes,Jean Marmoreo,September 27 2022,Viking,Audiobook,Unabridged,English,B09XXYKLPX,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,32.67,8,0,0,0,NaN,,,,83,17,0,0,0,Low rank,,,1
704,661,Science,Technology,#10,/Inspired-Create-Products-Customers-Second/dp/B07BDPF75Y/ref=zg_bs_956788_sccl_10/000-0000000-0000000?pd_rd_i=B07BDPF75Y&psc=1,"[74%, 17%, 5%, 2%, 2%]","Inspired: How to Create Tech Products Customers Love, Second Edition",Marty Cagan,$23.46,AudibleAudiobook,3495,4.6,7 hours and 45 minutes,Marty Cagan,March 20 2018,Audible Studios,Audiobook,Unabridged,English,B07BDPF75Y,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,23.46,3495,465,0,0,NaN,,,2018-03-20,74,17,5,2,2,Top rank,160.77,354589.28,1
705,662,Science,Technology,#11,/Age-AI-Our-Human-Future/dp/B099TGJD2K/ref=zg_bs_956788_sccl_11/000-0000000-0000000?pd_rd_i=B099TGJD2K&psc=1,"[50%, 24%, 17%, 5%, 3%]",The Age of AI: And Our Human Future,Henry A. Kissinger,$32.52,AudibleAudiobook,820,4.1,7 hours and 13 minutes,Eric Pollins,November 02 2021,"Little, Brown & Company",Audiobook,Unabridged,English,B099TGJD2K,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,820,0,0,0,NaN,,,,50,24,17,5,3,Top rank,33.62,,1
8331,668,"Society, Politics & Philosophy",Philosophy,#40,/Elon-Musk-SpaceX-Fantastic-Future/dp/B071YNKH6W/ref=zg_bs_930040_sccl_10/000-0000000-0000000?pd_rd_i=B071YNKH6W&psc=1,"[74%, 17%, 5%, 1%, 2%]","Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,$40.02,AudibleAudiobook,16180,4.6,13 hours and 23 minutes,Fred Sanders,May 19 2015,HarperAudio,Audiobook,Unabridged,English,B071YNKH6W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,40.02,16180,0,0,0,NaN,,,2015-05-19,75,17,5,1,2,Middle rank,744.28,1735287.18,1
713,669,Science,Technology,#19,/YouTube-Secrets-Ultimate-Following-Influencer/dp/B07Q3ZBS6Z/ref=zg_bs_956788_sccl_19/000-0000000-0000000?pd_rd_i=B07Q3ZBS6Z&psc=1,"[74%, 14%, 7%, 3%, 2%]",YouTube Secrets: The Ultimate Guide to Growing Your Following and Making Money as a Video Influencer,Sean Cannell,$16.40,AudibleAudiobook,2198,4.5,5 hours and 29 minutes,Sean Cannell,March 28 2019,"Sean Cannell, Benji Travis",Audiobook,Unabridged,English,B07Q3ZBS6Z,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,16.40,2198,329,0,0,NaN,,,2019-03-28,74,14,7,3,2,Top rank,98.91,200109.93,1
714,670,Science,Technology,#20,/Radium-Girls-Story-Americas-Shining/dp/B079CDNR3N/ref=zg_bs_956788_sccl_20/000-0000000-0000000?pd_rd_i=B079CDNR3N&psc=1,"[73%, 18%, 6%, 2%, 1%]",The Radium Girls: The Dark Story of America’s Shining Women,Kate Moore,$32.84,AudibleAudiobook,9747,4.6,15 hours and 52 minutes,Angela Brazil,May 02 2017,"HighBridge, a Division of Recorded Books",Audiobook,Unabridged,English,B079CDNR3N,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,32.84,9747,952,0,0,NaN,,,2017-05-02,73,18,6,2,1,Top rank,448.36,1162521.30,1
715,671,Science,Technology,#21,/Future-Faster-Than-You-Think/dp/B07TWY6LHJ/ref=zg_bs_956788_sccl_21/000-0000000-0000000?pd_rd_i=B07TWY6LHJ&psc=1,"[75%, 17%, 5%, 2%, 1%]","The Future Is Faster Than You Think: How Converging Technologies Are Disrupting Business, Industries, and Our Lives",Peter H. Diamandis,$26.85,AudibleAudiobook,2457,4.6,9 hours and 53 minutes,Peter H. Diamandis,January 28 2020,Simon & Schuster Audio,Audiobook,Unabridged,English,B07TWY6LHJ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,26.85,2457,593,0,0,NaN,,,,75,17,5,2,1,Top rank,113.02,,1
720,676,Science,Technology,#26,/No-Rules-Netflix-Culture-Reinvention/dp/B0845Y872C/ref=zg_bs_956788_sccl_26/000-0000000-0000000?pd_rd_i=B0845Y872C&psc=1,"[72%, 21%, 5%, 1%, 1%]",No Rules Rules: Netflix and the Culture of Reinvention,Reed Hastings,$30.70,AudibleAudiobook,6217,4.6,9 hours and 42 minutes,Jason Culp,September 08 2020,Penguin Audio,Audiobook,Unabridged,English,B0845Y872C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,30.70,6217,0,0,0,NaN,,,,72,21,5,1,1,Middle rank,285.98,,1
722,678,Science,Technology,#28,/Unicorn-Project-Developers-Disruption-Thriving/dp/B0812BK95M/ref=zg_bs_956788_sccl_28/000-0000000-0000000?pd_rd_i=B0812BK95M&psc=1,"[71%, 20%, 7%, 2%, 1%]","The Unicorn Project: A Novel About Developers, Digital Disruption, and Thriving in the Age of Data",Gene Kim,$27.36,AudibleAudiobook,2576,4.6,12 hours and 24 minutes,Frankie Corzo,November 26 2019,IT Revolution Press,Audiobook,Unabridged,English,B0812BK95M,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,27.36,2576,744,0,0,NaN,,,,71,20,7,2,1,Middle rank,118.50,,1
726,682,Science,Technology,#32,/Humble-Pi-When-Wrong-World/dp/B07ZDLJFWT/ref=zg_bs_956788_sccl_2/000-0000000-0000000?pd_rd_i=B07ZDLJFWT&psc=1,"[73%, 17%, 7%, 2%, 2%]",Humble Pi: When Math Goes Wrong in the Real World,Matt Parker,$30.70,AudibleAudiobook,1204,4.6,9 hours and 33 minutes,Matt Parker,January 21 2020,Penguin Audio,Audiobook,Unabridged,English,B07ZDLJFWT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,1204,0,0,0,NaN,,,,73,17,7,2,2,Middle rank,55.38,,1
728,684,Science,Technology,#34,/Metaverse-How-Will-Revolutionize-Everything/dp/B09T7WZBYS/ref=zg_bs_956788_sccl_4/000-0000000-0000000?pd_rd_i=B09T7WZBYS&psc=1,"[63%, 22%, 10%, 4%, 1%]",The Metaverse: And How It Will Revolutionize Everything,Matthew Ball,$34.53,AudibleAudiobook,460,4.4,13 hours and 38 minutes,Luis Moreno,July 19 2022,Recorded Books,Audiobook,Unabridged,English,B09T7WZBYS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,34.53,460,818,0,0,NaN,,,2022-07-19,62,22,10,4,1,Middle rank,20.24,1093884.34,1
