book_key,book_id,book_category,book_subcategory,rank,book_partial_url,dist_rating,book_title,author,price,book_type,number_of_review,rating,audible_length,narrator,release_date,publisher,program_type,book_version,book_language,asin,page_number,isbn_10,isbn_13,book_weight,book_dimensions,file_size,text_to_speech,screenreader,enhanced_typesetting,word_wise,x_ray,book_weight_gram,price_$,review_num,audible_length_minute,file_size_kb,page_num,book_width,book_thick,book_height,date_release,rate_5,rate_4,rate_3,rate_2,rate_1,rank_text,review_score,estimated_total_sales,row_number
1590,1453,Literature & Fiction,World Literature,#97,/Les-Mis%C3%A9rables-Lint%C3%A9grale/dp/B071WB125Q/ref=zg_bs_927792_sccl_17/000-0000000-0000000?pd_rd_i=B071WB125Q&psc=1,"[75%, 15%, 5%, 2%, 3%]",Les Misérables. L'intégrale,Victor Hugo,$72.30,AudibleAudiobook,2525,4.6,56 hours and 52 minutes,Michel Vuillermoz,August 22 2016,Éditions Thélème,Audiobook,Unabridged,French,B071WB125Q,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,72.30,2525,3412,0,0,NaN,,,2016-08-22,75,15,5,2,3,Low rank,116.15,588895.16,1
1628,1488,Law,Taxation Law,#35,/Savvy-Estate-Planning-Before-Lawyer/dp/B077PBJ1TC/ref=zg_bs_929234_sccl_5/000-0000000-0000000?pd_rd_i=B077PBJ1TC&psc=1,"[78%, 17%, 5%, 0%, 0%]",Savvy Estate Planning: What You Need to Know Before You Talk to the Right Lawyer,James L. Cunningham Jr.,$21.88,AudibleAudiobook,31,4.7,5 hours and 51 minutes,Gregg Rizzo,November 22 2017,Lioncrest Publishing,Audiobook,Unabridged,English,B077PBJ1TC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,21.88,31,351,0,0,NaN,,,,78,17,5,0,0,Middle rank,,,1
1686,1541,Law,Taxation Law,#93,/Twenty-Six-Words-That-Created-Internet/dp/B07VY9TVXK/ref=zg_bs_929234_sccl_13/000-0000000-0000000?pd_rd_i=B07VY9TVXK&psc=1,"[70%, 16%, 11%, 1%, 2%]",The Twenty-Six Words That Created the Internet,Jeff Kosseff,$27.36,AudibleAudiobook,108,4.5,12 hours and 39 minutes,Douglas R Pratt,August 02 2019,University Press Audiobooks,Audiobook,Unabridged,English,B07VY9TVXK,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,27.36,108,759,0,0,NaN,,,2019-08-02,70,16,11,1,2,Low rank,4.86,18157.09,1
33011,1548,Business & Investing,Business Skills,#64,/Getting-Yes-Negotiating-Agreement-Without/dp/B0719CZ9S2/ref=zg_bs_355939011_sccl_14/000-0000000-0000000?pd_rd_i=B0719CZ9S2&psc=1,"[68%, 17%, 9%, 3%, 3%]",Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,$23.01,AudibleAudiobook,660,4.4,6 hours and 17 minutes,Dennis Boutsikaris,May 03 2011,Simon & Schuster Audio,Audiobook,Unabridged,English,B0719CZ9S2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,660,0,0,0,NaN,,,2011-05-03,71,17,8,2,2,Middle rank,29.04,,1
2024,1576,Law,Perspectives on Law,#32,/Servants-Damned-Donald-Corruption-Justice/dp/B09TWZT7B2/ref=zg_bs_929154_sccl_2/000-0000000-0000000?pd_rd_i=B09TWZT7B2&psc=1,"[73%, 16%, 5%, 2%, 5%]","Servants of the Damned: Giant Law Firms, Donald Trump, and the Corruption of Justice",David Enrich,$35.01,AudibleAudiobook,75,4.5,10 hours and 44 minutes,Will Collyer,September 13 2022,HarperAudio,Audiobook,Unabridged,English,B09TWZT7B2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,39.23,75,0,0,0,NaN,,,,73,16,5,2,5,Middle rank,,,1
31590,1625,Biographies & Memoirs,True Accounts,#94,/When-Killer-Calls-Haunting-Profiling/dp/B093CJH5PL/ref=zg_bs_930274_sccl_14/000-0000000-0000000?pd_rd_i=B093CJH5PL&psc=1,"[65%, 22%, 10%, 2%, 1%]","When a Killer Calls: A Haunting Story of Murder, Criminal Profiling, and Justice in a Small Town",John E. Douglas,$35.01,AudibleAudiobook,575,4.5,9 hours and 1 minute,Keith Sellon-Wright,February 01 2022,HarperAudio,Audiobook,Unabridged,English,B093CJH5PL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,35.01,575,541,0,0,NaN,,,,66,21,10,2,1,Low rank,25.88,,1
2005,1633,Law,Perspectives on Law,#13,/Innocent-Man-Murder-Injustice-Small/dp/B0711NR3LY/ref=zg_bs_929154_sccl_13/000-0000000-0000000?pd_rd_i=B0711NR3LY&psc=1,"[65%, 19%, 9%, 4%, 3%]",The Innocent Man: Murder and Injustice in a Small Town,John Grisham,$34.51,AudibleAudiobook,4810,4.4,12 hours and 28 minutes,Craig Wasson,October 06 2006,Random House Audio,Audiobook,Unabridged,English,B0711NR3LY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,34.51,4810,0,0,0,NaN,,,,65,19,9,4,3,Top rank,211.64,,1
1837,1685,Law,Law Procedures & Litigation,#45,/Articulate-Advocate-Persuasive-Lawyers-Arbitrations/dp/B082BHYJCN/ref=zg_bs_929186_sccl_15/000-0000000-0000000?pd_rd_i=B082BHYJCN&psc=1,"[84%, 8%, 5%, 1%, 2%]","The Articulate Advocate: Persuasive Skills for Lawyers in Trials, Appeals, Arbitrations, and Motions",Brian K. Johnson,$15.32,AudibleAudiobook,159,4.7,7 hours and 45 minutes,Susan Ericksen,January 07 2020,Crown King Books,Audiobook,Unabridged,English,B082BHYJCN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,15.32,159,465,0,0,NaN,,,,84,8,5,1,2,Middle rank,7.47,,1
3478,1725,Law,Biographies of Legal Professionals,#86,/Conversations-RBG-Bader-Ginsburg-Liberty/dp/B07THF3X2J/ref=zg_bs_929030_sccl_6/000-0000000-0000000?pd_rd_i=B07THF3X2J&psc=1,"[87%, 9%, 4%, 1%, 0%]","Conversations with RBG: Ruth Bader Ginsburg on Life, Love, Liberty, and Law",Jeffrey Rosen,$26.85,AudibleAudiobook,1678,4.8,6 hours and 55 minutes,Peter Ganim,November 05 2019,Macmillan Audio,Audiobook,Unabridged,English,B07THF3X2J,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,1678,0,0,0,NaN,,,,87,9,4,1,0,Low rank,80.54,,1
3303,1744,Law,Business Law,#11,/Disloyal-Memoir-Personal-Attorney-President/dp/B08HNDSCBW/ref=zg_bs_929032_sccl_11/000-0000000-0000000?pd_rd_i=B08HNDSCBW&psc=1,"[66%, 23%, 8%, 2%, 2%]",Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump,Michael Cohen,$27.36,AudibleAudiobook,30770,4.5,11 hours and 50 minutes,Robert Petkoff,September 08 2020,Skyhorse Publishing,Audiobook,Unabridged,English,B08HNDSCBW,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,19.99,30770,0,0,0,NaN,,,,66,23,8,2,2,Top rank,1384.65,,1
1953,1777,Law,Legal Self-Help,#61,/Wills-Trusts-AudioLearn-Audio-Outlines/dp/B0711PFSHY/ref=zg_bs_929174_sccl_11/000-0000000-0000000?pd_rd_i=B0711PFSHY&psc=1,"[0%, 100%, 0%, 0%, 0%]",Wills and Trusts AudioLearn: Audio Law Outlines,AudioLearn Legal Content Team,$27.36,AudibleAudiobook,1,4,13 hours and 9 minutes,Terry Rose,June 10 2016,AudioLearn,Audiobook,Unabridged,English,B0711PFSHY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,27.36,1,789,0,0,NaN,,,2016-06-10,0,100,0,0,0,Middle rank,,85.50,1
2639,1787,Law,Family & Health Law,#47,/High-Conflict-Custody-Battle-Accusations-Alienation/dp/B07RMJL37L/ref=zg_bs_929098_sccl_17/000-0000000-0000000?pd_rd_i=B07RMJL37L&psc=1,"[68%, 15%, 9%, 3%, 5%]","The High-Conflict Custody Battle: Protect Yourself and Your Kids from a Toxic Divorce, False Accusations, and Parental Alienation",Amy J.L. Baker PhD,$19.18,AudibleAudiobook,254,4.4,6 hours and 22 minutes,Joe Hempel,May 21 2019,Tantor Audio,Audiobook,Unabridged,English,B07RMJL37L,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,19.18,254,0,0,0,NaN,,,2019-05-21,68,15,9,3,5,Middle rank,11.18,28202.66,1
2020,1807,Law,Perspectives on Law,#28,/Lady-Justice-Women-Battle-America/dp/B09RTP4WND/ref=zg_bs_929154_sccl_28/000-0000000-0000000?pd_rd_i=B09RTP4WND&psc=1,"[84%, 8%, 5%, 0%, 3%]","Lady Justice: Women, the Law, and the Battle to Save America",Dahlia Lithwick,$34.55,AudibleAudiobook,53,4.7,10 hours and 49 minutes,Dahlia Lithwick,September 20 2022,Penguin Audio,Audiobook,Unabridged,English,B09RTP4WND,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,38.61,53,649,0,0,NaN,,,,84,8,5,0,3,Middle rank,,,1
2013,1818,Law,Perspectives on Law,#21,/Grands-proc%C3%A8s-affaires-judiciaires-aujourdhui/dp/B08PHXSB73/ref=zg_bs_929154_sccl_21/000-0000000-0000000?pd_rd_i=B08PHXSB73&psc=1,"[73%, 9%, 0%, 9%, 8%]",Grands procès: 38 affaires judiciaires qui ont secoué le Québec: de 1965 à aujourd'hui,Daniel Proulx,$26.22,AudibleAudiobook,15,4.3,12 hours and 21 minutes,Winston McQuade,December 03 2020,Vues et Voix,Audiobook,Unabridged,French,B08PHXSB73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,26.22,15,741,0,0,NaN,,,,73,9,0,9,8,Top rank,,,1
8142,1865,"Society, Politics & Philosophy",Social Sciences,#51,/Things-Know-About-Indian-Reconciliation/dp/B07SQ3G14P/ref=zg_bs_930140_sccl_1/000-0000000-0000000?pd_rd_i=B07SQ3G14P&psc=1,"[81%, 14%, 3%, 1%, 0%]",21 Things You May Not Know About the Indian Act: Helping Canadians Make Reconciliation with Indigenous Peoples a Reality,Bob Joseph,$16.40,AudibleAudiobook,988,4.8,3 hours and 38 minutes,Sage Isaac,June 11 2019,Audible Studios,Audiobook,Unabridged,English,B07SQ3G14P,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,19.75,988,0,0,0,NaN,,,2019-06-11,81,14,3,1,0,Middle rank,47.42,114874.92,1
2737,1881,Law,Legal Ethics,#45,/Fake-Law-Truth-About-Justice/dp/B07XVQ9J7S/ref=zg_bs_929096_sccl_15/000-0000000-0000000?pd_rd_i=B07XVQ9J7S&psc=1,"[76%, 16%, 5%, 1%, 1%]",Fake Law: The Truth About Justice in an Age of Lies,The Secret Barrister,$15.54,AudibleAudiobook,2533,4.6,11 hours and 16 minutes,Jack Hawkins,September 03 2020,Picador,Audiobook,Unabridged,English,B07XVQ9J7S,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,2533,676,0,0,NaN,,,,76,16,5,1,1,Middle rank,116.52,,1
2274,1990,Law,Media & Law,#82,/Information-Technology-Law-4th-Society/dp/B094M798XY/ref=zg_bs_929152_sccl_2/000-0000000-0000000?pd_rd_i=B094M798XY&psc=1,"[75%, 15%, 6%, 0%, 4%]","Information Technology Law, 4th Edition: The Law and Society",Andrew Murray,$34.53,AudibleAudiobook,35,4.6,41 hours and 42 minutes,James Cameron Stewart,May 25 2021,Gildan Media,Audiobook,Unabridged,English,B094M798XY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,34.53,35,2502,0,0,NaN,,,2021-05-25,75,15,6,0,4,Low rank,,16772.65,1
2352,2037,Law,Law Practice,#60,/Client-Centered-Law-Firm-Succeed-Experience-Driven/dp/B08G33YSBX/ref=zg_bs_929134_sccl_10/000-0000000-0000000?pd_rd_i=B08G33YSBX&psc=1,"[72%, 16%, 7%, 0%, 6%]",The Client-Centered Law Firm: How to Succeed in an Experience-Driven World,Jack Newton,$21.88,AudibleAudiobook,79,4.5,6 hours and 35 minutes,Jamie Renell,August 19 2020,Blue Check Publishing,Audiobook,Unabridged,English,B08G33YSBX,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,24.50,79,0,0,0,NaN,,,2020-08-19,72,16,7,0,6,Middle rank,,17551.74,1
2368,2049,Law,Law Practice,#76,/The-Law-of-Peoples/dp/B071Z15Q2X/ref=zg_bs_929134_sccl_26/000-0000000-0000000?pd_rd_i=B071Z15Q2X&psc=1,"[60%, 28%, 3%, 6%, 4%]",The Law of Peoples,John Rawls,$24.12,AudibleAudiobook,49,4.4,6 hours and 39 minutes,David Colacci,March 12 2012,University Press Audiobooks,Audiobook,Unabridged,English,B071Z15Q2X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,24.12,49,399,0,0,NaN,,,2012-03-12,60,28,3,6,4,Low rank,,2219.64,1
2372,2053,Law,Law Practice,#80,/Wish-Knew-This-Years-Understanding/dp/B071HK3Y4D/ref=zg_bs_929134_sccl_30/000-0000000-0000000?pd_rd_i=B071HK3Y4D&psc=1,"[80%, 8%, 4%, 3%, 5%]",I Wish I Knew This 20 Years Ago: Understanding the Universal Laws That Govern All Things,Justin Perry,$8.17,AudibleAudiobook,357,4.6,1 hour and 48 minutes,Steve White,December 06 2015,YouAreCreators inc,Audiobook,Unabridged,English,B071HK3Y4D,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,8.17,357,108,0,0,NaN,,,,80,8,4,3,5,Low rank,16.42,,1
2383,2061,Law,Law Practice,#91,/Anxious-Lawyer-Satisfying-Mindfulness-Meditation/dp/B071NQS77C/ref=zg_bs_929134_sccl_11/000-0000000-0000000?pd_rd_i=B071NQS77C&psc=1,"[74%, 16%, 5%, 0%, 5%]",The Anxious Lawyer: An 8-Week Guide to a Joyful and Satisfying Law Practice Through Mindfulness and Meditation,Jeena Cho,$27.36,AudibleAudiobook,33,4.5,10 hours and 17 minutes,Jeena Cho,October 20 2016,Jeena Cho and Karen Gifford,Audiobook,Unabridged,English,B071NQS77C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,27.36,33,617,0,0,NaN,,,,74,16,5,0,5,Low rank,,,1
2445,2107,Law,International Law,#53,/222-Prosperity-Affirmations-Speak-Abundance/dp/B0725DVLXQ/ref=zg_bs_929132_sccl_3/000-0000000-0000000?pd_rd_i=B0725DVLXQ&psc=1,"[77%, 10%, 4%, 3%, 5%]",222 Prosperity Affirmations: How to Speak Prosperity and Abundance into Your Life!,Justin Perry,$4.65,AudibleAudiobook,208,4.5,46 minutes,Steve White,July 12 2016,YouAreCreators Publishing,Audiobook,Unabridged,English,B0725DVLXQ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,4.65,208,46,0,0,NaN,,,2016-07-12,77,10,4,3,5,Middle rank,9.36,3064.48,1
2460,2119,Law,International Law,#68,/Nuremberg-Trials-Crimes-Against-Humanity/dp/B071YXPQ1T/ref=zg_bs_929132_sccl_18/000-0000000-0000000?pd_rd_i=B071YXPQ1T&psc=1,"[52%, 29%, 14%, 3%, 2%]",The Nuremberg Trials: The Nazis and Their Crimes Against Humanity,Paul Roland,$23.10,AudibleAudiobook,612,4.2,5 hours and 42 minutes,Dugald Bruce Lockhart,November 10 2015,Arcturus Digital Limited,Audiobook,Unabridged,English,B071YXPQ1T,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,6.99,612,342,0,0,NaN,,,,52,29,14,3,2,Middle rank,25.70,,1
2469,2126,Law,International Law,#77,/No-Escape-Chinas-Genocide-Uyghurs/dp/B09V1NT7BD/ref=zg_bs_929132_sccl_27/000-0000000-0000000?pd_rd_i=B09V1NT7BD&psc=1,"[100%, 0%, 0%, 0%, 0%]",No Escape: The True Story of China’s Genocide of the Uyghurs,Nury Turkel,$17.33,AudibleAudiobook,1,5,9 hours and 29 minutes,Stewart Lang,May 10 2022,William Collins,Audiobook,Unabridged,English,B09V1NT7BD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,17.33,1,569,0,0,NaN,,,2022-05-10,100,0,0,0,0,Low rank,,718.80,1
2511,2159,Law,Intellectual Property Law,#19,/Fun-Patents-Irreverent-Investor-Entrepreneur/dp/B09P21L292/ref=zg_bs_929122_sccl_19/000-0000000-0000000?pd_rd_i=B09P21L292&psc=1,"[59%, 23%, 18%, 0%, 0%]","Fun with Patents: The Irreverent Guide for the Investor, the Entrepreneur, and the Inventor",Kfir Luzzatto,$21.88,AudibleAudiobook,18,4.4,7 hours and 50 minutes,Jim Rising,December 22 2021,Pine Ten,Audiobook,Unabridged,English,B09P21L292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,21.88,18,470,0,0,NaN,,,,59,23,18,0,0,Top rank,,,1
2513,2161,Law,Intellectual Property Law,#21,/Triumph-Genius-Edwin-Polaroid-Patent/dp/B0719GS11T/ref=zg_bs_929122_sccl_21/000-0000000-0000000?pd_rd_i=B0719GS11T&psc=1,"[66%, 21%, 10%, 2%, 0%]","A Triumph of Genius: Edwin Land, Polaroid, and the Kodak Patent War",Ronald K. Fierstein,$44.56,AudibleAudiobook,72,4.5,24 hours and 15 minutes,Pete Larkin,February 17 2015,Tantor Audio,Audiobook,Unabridged,English,B0719GS11T,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,44.56,72,1455,0,0,NaN,,,,66,21,10,2,0,Top rank,,,1
2567,2205,Law,Intellectual Property Law,#75,/Intellectual-Property-Competition-International-Cybersecurity/dp/B0894N2Q7F/ref=zg_bs_929122_sccl_25/000-0000000-0000000?pd_rd_i=B0894N2Q7F&psc=1,"[100%, 0%, 0%, 0%, 0%]",Intellectual Property and Competition Law: International Guide on Data Privacy and Cybersecurity. Learn how to Protect your Copyright and Trademark,International Management School,$22.24,AudibleAudiobook,1,5,5 hours and 48 minutes,Adam Walker,May 25 2020,Bore srl - Youcanprint.it,Audiobook,Unabridged,English,B0894N2Q7F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,22.24,1,348,0,0,NaN,,,2020-05-25,100,0,0,0,0,Middle rank,,182.21,1
2580,2216,Law,Intellectual Property Law,#88,/Invention-Protection-Strategies-Intellectual-Property/dp/B08R61S2LF/ref=zg_bs_929122_sccl_8/000-0000000-0000000?pd_rd_i=B08R61S2LF&psc=1,"[100%, 0%, 0%, 0%, 0%]",Invention Protection Strategies: Expose Your Intellectual Property and Fund Your Startup,Cynthia Lombardo,$7.62,AudibleAudiobook,1,5,2 hours and 26 minutes,Chiquito Joaquim Crasto,December 22 2020,Lifestyle Entrepreneurs Press,Audiobook,Unabridged,English,B08R61S2LF,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,7.62,1,146,0,0,NaN,,,,100,0,0,0,0,Low rank,,,1
3399,2227,Law,Biographies of Legal Professionals,#7,/Truth-Be-Told-Journey-Through/dp/B07V5K59QW/ref=zg_bs_929030_sccl_7/000-0000000-0000000?pd_rd_i=B07V5K59QW&psc=1,"[74%, 16%, 6%, 2%, 2%]",Truth Be Told: My Journey Through Life and the Law,Beverley McLachlin,$18.64,AudibleAudiobook,200,4.6,11 hours and 9 minutes,Beverley McLachlin,September 24 2019,Simon & Schuster Audio,Audiobook,Unabridged,English,B07V5K59QW,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,200,0,0,0,NaN,,,,74,16,6,2,2,Top rank,9.20,,1
2616,2241,Law,Family & Health Law,#24,/Surviving-Parental-Alienation-Journey-Healing/dp/B07TN1BX11/ref=zg_bs_929098_sccl_24/000-0000000-0000000?pd_rd_i=B07TN1BX11&psc=1,"[71%, 15%, 8%, 3%, 3%]",Surviving Parental Alienation: A Journey of Hope and Healing,Amy J.L. Baker PhD,$19.18,AudibleAudiobook,190,4.5,6 hours and 4 minutes,Madeleine Dauer,June 28 2019,Tantor Audio,Audiobook,Unabridged,English,B07TN1BX11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,32.67,190,0,0,0,NaN,,,2019-06-28,71,15,8,3,3,Top rank,8.55,37050.93,1
2641,2259,Law,Family & Health Law,#49,/Between-Two-Homes-Coparenting-Handbook/dp/B07V319HH2/ref=zg_bs_929098_sccl_19/000-0000000-0000000?pd_rd_i=B07V319HH2&psc=1,"[76%, 13%, 7%, 0%, 4%]",Between Two Homes: A Coparenting Handbook,Bradley Craig,$21.88,AudibleAudiobook,117,4.6,6 hours and 2 minutes,Miriam Webster,July 09 2019,"Between Two Homes, LLC",Audiobook,Unabridged,English,B07V319HH2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,21.88,117,362,0,0,NaN,,,2019-07-09,76,13,7,0,4,Middle rank,5.38,15418.90,1
2673,2283,Law,Family & Health Law,#81,/Audible-Combative-Collaborative-Co-parenting-Code/dp/B09T4N3Z1Z/ref=zg_bs_929098_sccl_1/000-0000000-0000000?pd_rd_i=B09T4N3Z1Z&psc=1,"[72%, 8%, 13%, 8%, 0%]",Combative to Collaborative: The Co-parenting Code,Teresa Harlow,$21.88,AudibleAudiobook,18,4.4,5 hours and 39 minutes,Teresa Harlow,February 22 2022,Promethean Publishing,Audiobook,Unabridged,English,B09T4N3Z1Z,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,21.88,18,339,0,0,NaN,,,,72,8,13,8,0,Low rank,,,1
2674,2284,Law,Family & Health Law,#82,/Youre-Office-Its-Already-Late/dp/B079NTRFVK/ref=zg_bs_929098_sccl_2/000-0000000-0000000?pd_rd_i=B079NTRFVK&psc=1,"[81%, 9%, 5%, 1%, 4%]","If You're in My Office, It's Already Too Late: A Divorce Lawyer's Guide to Staying Together",James J. Sexton,$27.97,AudibleAudiobook,170,4.6,8 hours and 17 minutes,James J. Sexton,April 10 2018,Macmillan Audio,Audiobook,Unabridged,English,B079NTRFVK,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,27.97,170,497,0,0,NaN,,,2018-04-10,81,9,5,1,4,Low rank,7.82,20822.30,1
2732,2321,Law,Legal Ethics,#40,/Scarlet-Ethics-Politics-Ordinary-Abortion/dp/B07FCNN1MH/ref=zg_bs_929096_sccl_10/000-0000000-0000000?pd_rd_i=B07FCNN1MH&psc=1,"[79%, 12%, 0%, 4%, 4%]","Scarlet A: The Ethics, Law, and Politics of Ordinary Abortion",Katie Watson,$19.18,AudibleAudiobook,36,4.6,7 hours and 39 minutes,Coleen Marlo,July 20 2018,Tantor Audio,Audiobook,Unabridged,English,B07FCNN1MH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,19.18,36,459,0,0,NaN,,,2018-07-20,79,12,0,4,4,Middle rank,,3218.71,1
2750,2334,Law,Legal Ethics,#58,/Tactical-Reload-Strategy-Emerging-Enforcement/dp/B07S9T5V8X/ref=zg_bs_929096_sccl_8/000-0000000-0000000?pd_rd_i=B07S9T5V8X&psc=1,"[76%, 17%, 7%, 0%, 0%]",Tactical Reload: Strategy Shifts for Emerging Leaders in Law Enforcement,Adam Wilson,$16.40,AudibleAudiobook,33,4.7,4 hours and 12 minutes,Adam Wilson,May 28 2019,Thought Leader Press,Audiobook,Unabridged,English,B07S9T5V8X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,16.40,33,252,0,0,NaN,,,2019-05-28,76,17,7,0,0,Middle rank,,3150.53,1
2814,2377,Law,Environmental & Natural Resources Law,#22,/Rights-Nature-Legal-Revolution-Could/dp/B074ZYH3HD/ref=zg_bs_929094_sccl_22/000-0000000-0000000?pd_rd_i=B074ZYH3HD&psc=1,"[68%, 23%, 6%, 4%, 0%]",The Rights of Nature: A Legal Revolution That Could Save the World,David R. Boyd,$32.92,AudibleAudiobook,45,4.5,7 hours and 25 minutes,Corey M. Snow,September 05 2017,Tantor Audio,Audiobook,Unabridged,English,B074ZYH3HD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,9.99,45,445,0,0,NaN,,,,68,23,6,4,0,Top rank,,,1
2857,2384,Law,Environmental & Natural Resources Law,#65,/Climate-Casino-Uncertainty-Economics-Warming/dp/B07NDH6829/ref=zg_bs_929094_sccl_15/000-0000000-0000000?pd_rd_i=B07NDH6829&psc=1,"[67%, 20%, 5%, 5%, 3%]","The Climate Casino: Risk, Uncertainty, and Economics for a Warming World",William D. Nordhaus,$30.70,AudibleAudiobook,196,4.4,10 hours and 47 minutes,Graham Winton,February 06 2019,Recorded Books,Audiobook,Unabridged,English,B07NDH6829,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,196,647,0,0,NaN,,,,67,20,5,5,3,Middle rank,8.62,,1
2827,2386,Law,Environmental & Natural Resources Law,#35,/Exposure-Poisoned-Corporate-Lawyers-Twenty-Year/dp/B07TYJ2P92/ref=zg_bs_929094_sccl_5/000-0000000-0000000?pd_rd_i=B07TYJ2P92&psc=1,"[84%, 11%, 2%, 2%, 1%]","Exposure: Poisoned Water, Corporate Greed, and One Lawyer's Twenty-Year Battle Against DuPont",Robert Bilott,$24.86,AudibleAudiobook,605,4.8,14 hours and 51 minutes,Jeremy Bobb,October 08 2019,Simon & Schuster Audio,Audiobook,Unabridged,English,B07TYJ2P92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,24.86,605,891,0,0,NaN,,,,84,11,2,2,1,Middle rank,29.04,,1
2834,2392,Law,Environmental & Natural Resources Law,#42,/Hidden-War-Operations-Reclaiming-Wildlands/dp/B082BHHL7P/ref=zg_bs_929094_sccl_12/000-0000000-0000000?pd_rd_i=B082BHHL7P&psc=1,"[81%, 12%, 4%, 2%, 1%]",Hidden War: How Special Operations Game Wardens Are Reclaiming America's Wildlands from the Drug Cartels,John Nores,$21.88,AudibleAudiobook,253,4.7,5 hours and 40 minutes,John Nores,December 06 2019,Caribou Media Group,Audiobook,Unabridged,English,B082BHHL7P,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,21.88,253,340,0,0,NaN,,,,81,12,4,2,1,Middle rank,11.89,,1
2931,2468,Law,Law Dictionaries & Terminology,#39,/Legal-Terminology-Words-Must-Know/dp/B071RVHXPY/ref=zg_bs_929092_sccl_9/000-0000000-0000000?pd_rd_i=B071RVHXPY&psc=1,"[0%, 0%, 0%, 0%, 0%]",Legal Terminology: Top 500 Legal Terminology Words You Must Know!,AudioLearn Editors,$8.05,AudibleAudiobook,unknown,0,1 hour and 38 minutes,AudioLearn Voice Over Team,February 20 2013,AudioLearn,Audiobook,Unabridged,English,B071RVHXPY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,8.05,,98,0,0,NaN,,,,0,0,0,0,0,Middle rank,,,1
2938,2473,Law,Law Dictionaries & Terminology,#46,/How-Learn-Memorize-Legal-Terminology/dp/B0727XSCRN/ref=zg_bs_929092_sccl_16/000-0000000-0000000?pd_rd_i=B0727XSCRN&psc=1,"[55%, 11%, 13%, 9%, 13%]",How to Learn & Memorize Legal Terminology: ...Using a Memory Palace Specifically Designed for Memorizing the Law & its Precedents (Magnetic Memory Series),Anthony Metivier,$8.05,AudibleAudiobook,67,3.9,2 hours and 48 minutes,Charles Prosser,November 15 2013,Anthony Metivier,Audiobook,Unabridged,English,B0727XSCRN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,8.05,67,168,0,0,NaN,,,,55,11,13,9,13,Middle rank,,,1
