book_key,book_id,book_category,book_subcategory,rank,book_partial_url,dist_rating,book_title,author,price,book_type,number_of_review,rating,audible_length,narrator,release_date,publisher,program_type,book_version,book_language,asin,page_number,isbn_10,isbn_13,book_weight,book_dimensions,file_size,text_to_speech,screenreader,enhanced_typesetting,word_wise,x_ray,book_weight_gram,price_$,review_num,audible_length_minute,file_size_kb,page_num,book_width,book_thick,book_height,date_release,rate_5,rate_4,rate_3,rate_2,rate_1,rank_text,review_score,estimated_total_sales,row_number
31,32,Arts & Photography,Sculpture,#32,/Beginners-Guide-Hand-Building-Functional-ebook/dp/B0BJ52WCSG/ref=zg_bs_934560_sccl_2/000-0000000-0000000?pd_rd_i=B0BJ52WCSG&psc=1,"[100%, 0%, 0%, 0%, 0%]",The Beginner's Guide to Hand Building: Functional and Sculptural Projects for the Home Potter (Essential Ceramics Skills),Sunshine Cobb,CDN$ 26.99,KindleEdition,1,5,nan,nan,Oct. 11 2022,QuarryBooks,nan,nan,English,B0BJ52WCSG,176 pages,nan,nan,nan,nan,22078 KB,Enabled,Supported,Enabled,Not Enabled,Not Enabled,NaN,26.99,1,0,22078,176,NaN,,,2022-10-11,100,0,0,0,0,Middle rank,,8955.77,1
32,33,Arts & Photography,Sculpture,#33,/Artisan-Air-Dry-Clay-Beginners-Inexpensive-ebook/dp/B09ZDFVK2H/ref=zg_bs_934560_sccl_3/000-0000000-0000000?pd_rd_i=B09ZDFVK2H&psc=1,"[64%, 36%, 0%, 0%, 0%]","Artisan Air-Dry Clay: The Beginner’s Guide to Easy, Inexpensive & Stylish No-Kiln Pottery",Radka Hostasova,CDN$ 15.76,KindleEdition,6,4.6,nan,nan,April 25 2022,StashBooks,nan,nan,English,B09ZDFVK2H,248 pages,nan,nan,nan,nan,65211 KB,Enabled,Supported,Enabled,Not Enabled,Not Enabled,NaN,15.76,6,0,65211,248,NaN,,,2022-04-25,64,36,0,0,0,Middle rank,,3614.07,1
37,38,Arts & Photography,Sculpture,#38,/Assemble-ton-propre-hibou-papier-ebook/dp/B08HCLGC8G/ref=zg_bs_934560_sccl_8/000-0000000-0000000?pd_rd_i=B08HCLGC8G&psc=1,"[0%, 0%, 0%, 0%, 0%]",Assemble ton propre hibou en papier: DIY décoration murale | Sculpture 3D | Patron PDF papercraft (Ecogami / sculpture en papier t. 138) (French Edition),Éric François,CDN$ 9.99,KindleEdition,unknown,0,nan,nan,nan,nan,nan,nan,French,B08HCLGC8G,18 pages,nan,nan,nan,nan,5670 KB,Not enabled,nan,Not Enabled,Not Enabled,nan,NaN,9.99,,0,5670,18,NaN,,,,0,0,0,0,0,Middle rank,,,1
39,40,Arts & Photography,Sculpture,#40,/Artful-Paper-Clay-Techniques-Dimension-ebook/dp/B01LYYN5CS/ref=zg_bs_934560_sccl_10/000-0000000-0000000?pd_rd_i=B01LYYN5CS&psc=1,"[84%, 11%, 2%, 2%, 0%]",Artful Paper Clay: Techniques for Adding Dimension to Your Art,Rogene Manas,CDN$ 11.99,KindleEdition,113,4.8,nan,nan,Sept. 14 2016,NorthLightBooks,nan,nan,English,B01LYYN5CS,146 pages,nan,nan,nan,nan,90944 KB,Enabled,Supported,Enabled,Not Enabled,Not Enabled,NaN,11.99,113,0,90944,146,NaN,,,2016-09-14,84,11,2,2,0,Middle rank,5.42,4415.42,1
45,46,Arts & Photography,Sculpture,#46,/Beautiful-LEGO-Mike-Doyle-ebook/dp/B00FFJ1GG8/ref=zg_bs_934560_sccl_16/000-0000000-0000000?pd_rd_i=B00FFJ1GG8&psc=1,"[82%, 12%, 4%, 1%, 1%]",Beautiful LEGO (Beautiful LEGO Series),Mike Doyle,CDN$ 15.37,KindleEdition,262,4.7,nan,nan,Oct. 13 2013,NoStarchPress,nan,nan,English,B00FFJ1GG8,280 pages,nan,nan,nan,nan,73811 KB,Not enabled,nan,Not Enabled,Not Enabled,Not Enabled,NaN,15.37,262,0,73811,280,NaN,,,2013-10-13,82,12,4,1,1,Middle rank,12.31,8889.22,1
53,54,Arts & Photography,Sculpture,#54,/Auguste-Rodin-Sculpture-Reproductions-Sculptures-ebook/dp/B005FFTNVW/ref=zg_bs_934560_sccl_4/000-0000000-0000000?pd_rd_i=B005FFTNVW&psc=1,"[0%, 100%, 0%, 0%, 0%]",Auguste Rodin: 60+ Sculpture Reproductions - French Sculptures,Daniel Ankele,CDN$ 3.95,KindleEdition,1,4,nan,nan,July 31 2011,"AnkelePublishing,LLC",nan,nan,English,B005FFTNVW,nan,nan,nan,nan,nan,4033 KB,Enabled,nan,Not Enabled,Not Enabled,Not Enabled,NaN,3.95,1,0,4033,0,NaN,,,2011-07-31,0,100,0,0,0,Middle rank,,7.01,1
73,74,Arts & Photography,Sculpture,#74,/Backyard-Hobby-Metal-Casting-Complete-ebook/dp/B09S5L8LDM/ref=zg_bs_934560_sccl_24/000-0000000-0000000?pd_rd_i=B09S5L8LDM&psc=1,"[0%, 0%, 0%, 100%, 0%]",Backyard Hobby Metal Casting: A Complete Starter Guide to Building a Cheap Foundry and Starting to Melt and Cast Metals,Pete Daniel,CDN$ 9.99,KindleEdition,1,2,nan,nan,nan,nan,nan,nan,English,B09S5L8LDM,142 pages,nan,nan,nan,nan,14804 KB,Enabled,Supported,Enabled,Not Enabled,Not Enabled,NaN,9.99,1,0,14804,142,NaN,,,,0,0,0,100,0,Middle rank,,,1
100,101,Travel,US Travel Guides,#1,/Scratch-Memoir-Love-Sicily-Finding-ebook/dp/B07MGS7X6Y/ref=zg_bs_961664_sccl_1/000-0000000-0000000?pd_rd_i=B07MGS7X6Y&psc=1,"[66%, 22%, 9%, 3%, 1%]","From Scratch: A Memoir of Love, Sicily, and Finding Home",Tembi Locke,CDN$ 12.99,KindleEdition,1529,4.5,nan,nan,April 30 2019,Simon&Schuster,nan,nan,English,B07MGS7X6Y,352 pages,nan,nan,nan,nan,3192 KB,Enabled,Supported,Enabled,Enabled,Enabled,NaN,NaN,1529,617,3192,352,NaN,,,2019-04-30,66,22,8,2,1,Top rank,68.81,,1
101,102,Travel,US Travel Guides,#2,/What-Next-BRAND-laugh-out-loud-bestseller-ebook/dp/B09H2BNPTG/ref=zg_bs_961664_sccl_2/000-0000000-0000000?pd_rd_i=B09H2BNPTG&psc=1,"[64%, 24%, 8%, 2%, 1%]",What Next?: The BRAND NEW laugh-out-loud novel from #1 bestseller Shari Low,Shari Low,CDN$ 2.99,KindleEdition,2878,4.5,nan,nan,April 13 2022,BoldwoodBooks,nan,nan,English,B09H2BNPTG,315 pages,nan,nan,nan,nan,1404 KB,Enabled,nan,Enabled,Enabled,Enabled,NaN,2.99,2878,0,1404,315,NaN,,,2022-04-13,64,25,8,2,1,Top rank,129.51,309448.80,1
106,107,Travel,US Travel Guides,#7,/Worn-Out-Wife-Seeks-Life-ebook/dp/B093K6FHSV/ref=zg_bs_961664_sccl_7/000-0000000-0000000?pd_rd_i=B093K6FHSV&psc=1,"[58%, 28%, 11%, 2%, 1%]",Worn Out Wife Seeks New Life: ‘Escapist summer reading at its best.' Jill Mansell,Carmen Reid,CDN$ 3.99,KindleEdition,2010,4.4,nan,nan,July 27 2021,BoldwoodBooks,nan,nan,English,B093K6FHSV,276 pages,nan,nan,nan,nan,699 KB,Enabled,nan,Enabled,Enabled,Enabled,NaN,3.99,2010,0,699,276,NaN,,,2021-07-27,58,28,11,2,1,Top rank,88.44,126447.67,1
109,110,Travel,US Travel Guides,#10,/Oregon-Trail-New-American-Journey-ebook/dp/B00P434GOO/ref=zg_bs_961664_sccl_10/000-0000000-0000000?pd_rd_i=B00P434GOO&psc=1,"[66%, 20%, 7%, 4%, 3%]",The Oregon Trail: A New American Journey,Rinker Buck,CDN$ 3.99,KindleEdition,1628,4.4,nan,nan,June 30 2015,Simon&Schuster,nan,nan,English,B00P434GOO,465 pages,nan,nan,nan,nan,37875 KB,Enabled,Supported,Enabled,Enabled,Enabled,NaN,NaN,1628,0,37875,465,NaN,,,2015-06-30,66,20,7,4,3,Top rank,71.63,,1
160,111,Travel,US Travel Guides,#61,/Into-Wild-Jon-Krakauer-ebook/dp/B000SEFNMS/ref=zg_bs_961664_sccl_11/000-0000000-0000000?pd_rd_i=B000SEFNMS&psc=1,"[73%, 20%, 5%, 1%, 1%]",Into the Wild,Jon Krakauer,CDN$ 13.99,KindleEdition,9682,4.6,nan,nan,Sept. 21 2009,Anchor,nan,nan,English,B000SEFNMS,231 pages,nan,nan,nan,nan,11950 KB,Enabled,Supported,Enabled,Enabled,Enabled,NaN,NaN,9682,0,11950,231,NaN,,,2009-09-21,72,21,5,1,1,Middle rank,445.37,,1
118,119,Travel,US Travel Guides,#19,/Foraging-Medicinal-Edible-Plants-Region-ebook/dp/B0B4M8X7QF/ref=zg_bs_961664_sccl_19/000-0000000-0000000?pd_rd_i=B0B4M8X7QF&psc=1,"[55%, 26%, 8%, 4%, 7%]","Foraging Medicinal Herbs and Wild Edible Plants in the Great Lakes Region: Upper Midwest and Ontario - Identify, Harvest, Prepare and Store Wild Foods ... - Learning from our Natural Environment)",Soveressence,CDN$ 8.14,KindleEdition,63,4.2,nan,nan,June 19 2022,LEAFinPRINTLLC,nan,nan,English,B0B4M8X7QF,200 pages,nan,nan,nan,nan,15958 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,8.14,63,0,15958,200,NaN,,,2022-06-19,55,26,8,4,7,Top rank,,27526.37,1
131,132,Travel,US Travel Guides,#32,/Hawaii-Big-Island-Revealed-Guidebook-ebook/dp/B0BFJZFRMT/ref=zg_bs_961664_sccl_2/000-0000000-0000000?pd_rd_i=B0BFJZFRMT&psc=1,"[100%, 0%, 0%, 0%, 0%]",Hawaii The Big Island Revealed: The Ultimate Guidebook,Andrew Doughty,CDN$ 15.89,KindleEdition,1,5,nan,nan,Sept. 20 2022,"WizardPublications,Inc.",nan,nan,English,B0BFJZFRMT,567 pages,nan,nan,nan,nan,166279 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,15.89,1,0,166279,567,NaN,,,2022-09-20,100,0,0,0,0,Middle rank,,2697.60,1
136,137,Travel,US Travel Guides,#37,/Feels-Like-Home-Sonoran-Borderlands-ebook/dp/B09QJ8TC7R/ref=zg_bs_961664_sccl_7/000-0000000-0000000?pd_rd_i=B09QJ8TC7R&psc=1,"[82%, 18%, 0%, 0%, 0%]",Feels Like Home: A Song for the Sonoran Borderlands,Linda Ronstadt,CDN$ 36.99,KindleEdition,18,4.8,nan,nan,Oct. 4 2022,Heyday,nan,nan,English,B09QJ8TC7R,297 pages,nan,nan,nan,nan,72254 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,48.95,18,0,72254,297,NaN,,,2022-10-04,84,11,5,0,0,Middle rank,,221794.14,1
220,215,Textbooks,Test Prep & Study Guides,#21,/Introducing-Capitalism-Graphic-Guide-ebook/dp/B00KFEK060/ref=zg_bs_2223263011_sccl_21/000-0000000-0000000?pd_rd_i=B00KFEK060&psc=1,"[60%, 23%, 8%, 5%, 4%]",Introducing Capitalism: A Graphic Guide (Graphic Guides),Dan Cryan,nan,KindleEdition,83,4.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,83,0,0,0,NaN,,,,60,23,8,5,4,Top rank,,,1
238,233,Textbooks,Test Prep & Study Guides,#39,/Introducing-Logic-Graphic-Guide-ebook/dp/B00KFEK0EM/ref=zg_bs_2223263011_sccl_9/000-0000000-0000000?pd_rd_i=B00KFEK0EM&psc=1,"[59%, 24%, 11%, 4%, 2%]",Introducing Logic: A Graphic Guide (Graphic Guides),Dan Cryan,nan,KindleEdition,193,4.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,193,0,0,0,NaN,,,,59,24,11,4,2,Middle rank,8.30,,1
251,246,Textbooks,Test Prep & Study Guides,#52,/Introducing-Economics-Graphic-Guide-ebook/dp/B00KFEK07O/ref=zg_bs_2223263011_sccl_2/000-0000000-0000000?pd_rd_i=B00KFEK07O&psc=1,"[45%, 28%, 15%, 6%, 7%]",Introducing Economics: A Graphic Guide (Graphic Guides),David Orrell,nan,KindleEdition,110,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,7.99,110,0,0,0,NaN,,,,46,28,15,6,6,Middle rank,4.40,,1
268,263,Textbooks,Test Prep & Study Guides,#69,/Canadian-Citizenship-Test-Angelo-Tropea-ebook/dp/B005TWLUVC/ref=zg_bs_2223263011_sccl_19/000-0000000-0000000?pd_rd_i=B005TWLUVC&psc=1,"[66%, 15%, 6%, 4%, 9%]",Canadian Citizenship Test,Angelo Tropea,CDN$ 2.99,KindleEdition,115,4.2,nan,nan,Jan. 15 2011,AngeloTropea,nan,nan,English,B005TWLUVC,208 pages,nan,nan,nan,nan,613 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,2.99,115,0,613,208,NaN,,,2011-01-15,66,15,5,4,10,Middle rank,4.83,582.53,1
284,279,Textbooks,Test Prep & Study Guides,#85,/LAlchimiste-Paulo-Coelho-Analyse-loeuvre-ebook/dp/B00DOZZ83M/ref=zg_bs_2223263011_sccl_5/000-0000000-0000000?pd_rd_i=B00DOZZ83M&psc=1,"[58%, 14%, 13%, 4%, 11%]",L'Alchimiste de Paulo Coelho (Analyse de l'oeuvre): Analyse complète et résumé détaillé de l'oeuvre (Fiche de lecture) (French Edition),"lePetitLitteraire,",CDN$ 8.06,KindleEdition,26,4,nan,nan,Jan. 1 2011,lePetitLitteraire.fr,nan,nan,French,B00DOZZ83M,37 pages,nan,nan,nan,nan,2050 KB,Enabled,Supported,Enabled,Not Enabled,nan,NaN,NaN,26,0,2050,37,NaN,,,2011-01-01,58,14,13,4,11,Low rank,,,1
302,297,Teen & Young Adult,Social Sciences for Young Adults,#3,/Metamorphoses-Ovid-ebook/dp/B07SBK8CQ7/ref=zg_bs_20941649011_sccl_3/000-0000000-0000000?pd_rd_i=B07SBK8CQ7&psc=1,"[73%, 17%, 5%, 0%, 5%]",Metamorphoses,Ovid,CDN$ 0.99,KindleEdition,54,4.5,nan,nan,Oct. 1 2022,E-BOOKARAMA,nan,nan,English,B07SBK8CQ7,778 pages,nan,nan,nan,nan,2941 KB,Enabled,Supported,Enabled,Not Enabled,Not Enabled,NaN,NaN,54,0,2941,778,NaN,,,2022-10-01,73,17,5,0,5,Top rank,,,1
322,317,Teen & Young Adult,Social Sciences for Young Adults,#23,/Blood-Oath-Darkest-Drae-Book-ebook/dp/B076HKN1J2/ref=zg_bs_20941649011_sccl_23/000-0000000-0000000?pd_rd_i=B076HKN1J2&psc=1,"[63%, 24%, 9%, 2%, 2%]",Blood Oath (The Darkest Drae Book 1),Raye Wagner,CDN$ 6.17,KindleEdition,1370,4.4,nan,nan,nan,nan,nan,nan,English,B076HKN1J2,324 pages,nan,nan,nan,nan,3586 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,6.17,1370,0,3586,324,NaN,,,,63,24,9,2,2,Top rank,60.28,,1
350,341,Teen & Young Adult,Social Sciences for Young Adults,#51,/Heads-Up-Psychology-Marcus-Weeks-ebook/dp/B01C55A0HA/ref=zg_bs_20941649011_sccl_1/000-0000000-0000000?pd_rd_i=B01C55A0HA&psc=1,"[75%, 17%, 7%, 1%, 0%]",Heads Up Psychology,Marcus Weeks,CDN$ 10.99,KindleEdition,137,4.6,nan,nan,May 17 2016,DKChildren,nan,nan,English,B01C55A0HA,468 pages,nan,nan,nan,nan,394398 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,10.99,137,0,394398,468,NaN,,,2016-05-17,75,17,7,1,0,Middle rank,6.30,4657.25,1
369,359,Teen & Young Adult,Social Sciences for Young Adults,#70,/U-S-Government-Politics-Premium-2022-2023-ebook/dp/B09843B1FB/ref=zg_bs_20941649011_sccl_20/000-0000000-0000000?pd_rd_i=B09843B1FB&psc=1,"[76%, 14%, 5%, 2%, 3%]","AP U.S. Government and Politics Premium, 2022-2023: 6 Practice Tests + Comprehensive Review + Online Practice (Barron's Test Prep)",Curt Lader,CDN$ 22.99,KindleEdition,437,4.6,nan,nan,Feb. 1 2022,BarronsEducationalServices,nan,nan,English,B09843B1FB,392 pages,nan,nan,nan,nan,20078 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,22.99,437,0,20078,392,NaN,,,2022-02-01,76,14,5,2,3,Middle rank,20.10,267665.69,1
382,371,Teen & Young Adult,Social Sciences for Young Adults,#83,/Marriage-Aphrodite-Hephaestus-Mythology-Childrens-ebook/dp/B077ZMLWFP/ref=zg_bs_20941649011_sccl_3/000-0000000-0000000?pd_rd_i=B077ZMLWFP&psc=1,"[0%, 0%, 0%, 0%, 0%]",The Marriage of Aphrodite and Hephaestus - Mythology and Folklore | Children's Greek & Roman Books,Baby Professor,CDN$ 4.12,KindleEdition,unknown,0,nan,nan,Dec 1 2017,BabyProfessor,nan,nan,English,B077ZMLWFP,33 pages,nan,nan,nan,nan,5068 KB,Not enabled,nan,Not Enabled,Not Enabled,Not Enabled,NaN,4.12,,0,5068,33,NaN,,,,0,0,0,0,0,Low rank,,,1
384,373,Teen & Young Adult,Social Sciences for Young Adults,#85,/Miley-Cyrus-malheureux-si%C3%A8cle-jeunesse-ebook/dp/B07D3FF7F1/ref=zg_bs_20941649011_sccl_5/000-0000000-0000000?pd_rd_i=B07D3FF7F1&psc=1,"[74%, 0%, 0%, 0%, 26%]",Miley Cyrus et les malheureux du siècle: Défense de notre époque et de sa jeunesse (French Edition),Thomas O. St-Pierre,CDN$ 12.95,KindleEdition,6,3.9,nan,nan,May 16 2018,Atelier10,nan,nan,French,B07D3FF7F1,121 pages,nan,nan,nan,nan,8178 KB,Enabled,Supported,Enabled,Not Enabled,nan,NaN,12.95,6,0,8178,121,NaN,,,2018-05-16,74,0,0,0,26,Low rank,,347.77,1
396,384,Teen & Young Adult,Social Sciences for Young Adults,#97,/Classical-Mythology-Myths-Legends-Ancient-ebook/dp/B07G1DYXG3/ref=zg_bs_20941649011_sccl_17/000-0000000-0000000?pd_rd_i=B07G1DYXG3&psc=1,"[76%, 15%, 0%, 9%, 0%]",Classical Mythology: Myths and Legends of the Ancient World (Arcturus Slipcased Classics),Nathaniel Hawthorne,nan,KindleEdition,15,4.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,15,0,0,0,NaN,,,,76,15,0,9,0,Low rank,,,1
410,389,Sports,Winter Sports,#11,/Conflicted-Scars-Average-Players-Journey-ebook/dp/B0B1776XQV/ref=zg_bs_959734_sccl_11/000-0000000-0000000?pd_rd_i=B0B1776XQV&psc=1,"[100%, 0%, 0%, 0%, 0%]",Conflicted Scars: An Average Player’s Journey to the NHL,Justin Davis,CDN$ 12.99,KindleEdition,5,5,nan,nan,Oct. 18 2022,ECWPress,nan,nan,English,B0B1776XQV,194 pages,nan,nan,nan,nan,1896 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,22.72,5,0,1896,194,NaN,,,2022-10-18,100,0,0,0,0,Top rank,,55285.33,1
474,390,Sports,Winter Sports,#75,/What-Remember-Felt-Like-Feels-ebook/dp/B09RTY27TW/ref=zg_bs_959734_sccl_25/000-0000000-0000000?pd_rd_i=B09RTY27TW&psc=1,"[60%, 19%, 8%, 10%, 3%]","The Series: What I Remember, What It Felt Like, What It Feels Like Now",Ken Dryden,CDN$ 16.99,KindleEdition,124,4.2,nan,nan,Aug. 23 2022,McClelland&Stewart,nan,nan,English,B09RTY27TW,198 pages,nan,nan,nan,nan,82091 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,19.98,124,0,82091,198,NaN,,,2022-08-23,60,19,8,10,3,Middle rank,5.21,254730.93,1
473,396,Sports,Winter Sports,#74,/Untitled-Be-Confirmed-S-Canada-ebook/dp/B092X2SHV3/ref=zg_bs_959734_sccl_24/000-0000000-0000000?pd_rd_i=B092X2SHV3&psc=1,"[70%, 21%, 4%, 3%, 3%]",1972: The Series That Changed Hockey Forever,Scott Morrison,CDN$ 17.99,KindleEdition,63,4.5,nan,nan,May 3 2022,Simon&Schuster,nan,nan,English,B092X2SHV3,342 pages,nan,nan,nan,nan,138023 KB,Enabled,Supported,Enabled,Enabled,Enabled,NaN,34.64,63,0,138023,342,NaN,,,,70,21,4,3,3,Middle rank,,,1
18732,402,Sports,Football,#86,/Save-My-Life-Corey-Hirsch-ebook/dp/B08THQK1NL/ref=zg_bs_959502_sccl_6/000-0000000-0000000?pd_rd_i=B08THQK1NL&psc=1,"[100%, 0%, 0%, 0%, 0%]",The Save of My Life: My Journey Out of the Dark,Corey Hirsch,CDN$ 16.99,KindleEdition,5,5,nan,nan,Oct. 11 2022,Collins,nan,nan,English,B08THQK1NL,300 pages,nan,nan,nan,nan,36156 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,35.01,5,0,36156,300,NaN,,,2022-10-11,100,0,0,0,0,Low rank,,58084.77,1
470,403,Sports,Winter Sports,#71,/Call-Me-Indian-Residential-Indigenous-ebook/dp/B08KPGVR4B/ref=zg_bs_959734_sccl_21/000-0000000-0000000?pd_rd_i=B08KPGVR4B&psc=1,"[79%, 17%, 2%, 1%, 1%]",Call Me Indian: From the Trauma of Residential School to Becoming the NHL's First Treaty Indigenous Player,Fred Sasakamoose,CDN$ 13.99,KindleEdition,306,4.7,nan,nan,May 18 2021,Viking,nan,nan,English,B08KPGVR4B,289 pages,nan,nan,nan,nan,15634 KB,Enabled,Supported,Enabled,Enabled,Enabled,NaN,13.99,306,0,15634,289,NaN,,,2021-05-18,79,17,2,1,1,Middle rank,14.38,58632.01,1
455,433,Sports,Winter Sports,#56,/Bernie-Nicholls-ebook/dp/B09T9KJCHZ/ref=zg_bs_959734_sccl_6/000-0000000-0000000?pd_rd_i=B09T9KJCHZ&psc=1,"[0%, 0%, 0%, 0%, 0%]",Bernie Nicholls,Wayne Gretzky,CDN$ 16.99,KindleEdition,unknown,0,nan,nan,Nov. 1 2022,TriumphBooks,nan,nan,English,B09T9KJCHZ,230 pages,nan,nan,nan,nan,7225 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,NaN,,0,7225,230,NaN,,,2022-11-01,0,0,0,0,0,Middle rank,,,1
457,435,Sports,Winter Sports,#58,/Hockeys-Best-Team-Ever-record-breaking-ebook/dp/B00PPPI2M8/ref=zg_bs_959734_sccl_8/000-0000000-0000000?pd_rd_i=B00PPPI2M8&psc=1,"[77%, 23%, 0%, 0%, 0%]",Hockey’s Best Team Ever: A chronicle of the 1976-77 Montreal Canadiens' record-breaking season,Greg Enright,CDN$ 2.99,KindleEdition,6,4.8,nan,nan,nan,nan,nan,nan,English,B00PPPI2M8,51 pages,nan,nan,nan,nan,505 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,NaN,6,0,505,51,NaN,,,,77,23,0,0,0,Middle rank,,,1
505,475,Self-Help,Stress and Time Management,#6,/Dopamine-Detox-Remove-Distractions-Productivity-ebook/dp/B098MHBF23/ref=zg_bs_942694_sccl_6/000-0000000-0000000?pd_rd_i=B098MHBF23&psc=1,"[53%, 30%, 12%, 3%, 2%]",Dopamine Detox : A Short Guide to Remove Distractions and Get Your Brain to Do Hard Things (Productivity Series Book 1),thibaut meurisse,CDN$ 3.99,KindleEdition,2595,4.3,nan,nan,nan,nan,nan,nan,English,B098MHBF23,51 pages,nan,nan,nan,nan,1102 KB,Enabled,Supported,Enabled,Enabled,Enabled,NaN,3.99,2595,0,1102,51,NaN,,,,53,30,12,3,2,Top rank,111.59,,1
506,476,Self-Help,Stress and Time Management,#7,/How-Stop-Procrastinating-Powerful-Strategies-ebook/dp/B08M5KTGB3/ref=zg_bs_942694_sccl_7/000-0000000-0000000?pd_rd_i=B08M5KTGB3&psc=1,"[68%, 23%, 6%, 3%, 0%]",How to Stop Procrastinating: Powerful Strategies to Overcome Laziness and Multiply Your Time,Daniel Walter,CDN$ 9.99,KindleEdition,153,4.6,nan,nan,nan,nan,nan,nan,English,B08M5KTGB3,144 pages,nan,nan,nan,nan,1695 KB,Enabled,Supported,Enabled,Enabled,Enabled,NaN,24.99,153,0,1695,144,NaN,,,,68,23,6,3,0,Top rank,7.04,,1
557,481,Self-Help,Stress and Time Management,#58,/Do-Today-Procrastination-Productivity-Meaningful-ebook/dp/B07DRP1Q5W/ref=zg_bs_942694_sccl_8/000-0000000-0000000?pd_rd_i=B07DRP1Q5W&psc=1,"[62%, 26%, 8%, 2%, 2%]","Do It Today: Overcome Procrastination, Improve Productivity, and Achieve More Meaningful Things",Darius Foroux,CDN$ 6.99,KindleEdition,2069,4.4,nan,nan,June 21 2018,NorthEaglePublishing,nan,nan,English,B07DRP1Q5W,135 pages,nan,nan,nan,nan,2752 KB,Enabled,Supported,Enabled,Enabled,Enabled,NaN,6.99,2069,0,2752,135,NaN,,,2018-06-21,62,26,8,2,2,Middle rank,91.04,66191.14,1
514,484,Self-Help,Stress and Time Management,#15,/Immediate-Action-Procrastination-Motivation-Productivity-ebook/dp/B098T1WL17/ref=zg_bs_942694_sccl_15/000-0000000-0000000?pd_rd_i=B098T1WL17&psc=1,"[61%, 26%, 11%, 2%, 1%]",Immediate Action : A 7-Day Plan to Overcome Procrastination and Regain Your Motivation (Productivity Series Book 2),Thibaut Meurisse,CDN$ 3.99,KindleEdition,470,4.4,nan,nan,nan,nan,nan,nan,English,B098T1WL17,49 pages,nan,nan,nan,nan,351 KB,Enabled,Supported,Enabled,Enabled,Enabled,NaN,3.99,470,0,351,49,NaN,,,,61,26,11,2,1,Top rank,20.68,,1
559,485,Self-Help,Stress and Time Management,#60,/Personal-Kanban-Mapping-Work-Navigating-ebook/dp/B004R1Q642/ref=zg_bs_942694_sccl_10/000-0000000-0000000?pd_rd_i=B004R1Q642&psc=1,"[54%, 27%, 12%, 5%, 2%]",Personal Kanban: Mapping Work | Navigating Life,Jim Benson,CDN$ 9.99,KindleEdition,464,4.3,nan,nan,Jan. 3 2011,ModusCooperandiPress,nan,nan,English,B004R1Q642,218 pages,nan,nan,nan,nan,1345 KB,Enabled,Supported,Enabled,Enabled,Not Enabled,NaN,9.99,464,0,1345,218,NaN,,,2011-01-03,54,27,12,5,2,Middle rank,19.95,7831.09,1
521,491,Self-Help,Stress and Time Management,#22,/30-Day-Productivity-Plan-Sabotaging-Management-ebook/dp/B01BH6C4BI/ref=zg_bs_942694_sccl_22/000-0000000-0000000?pd_rd_i=B01BH6C4BI&psc=1,"[69%, 17%, 9%, 3%, 2%]",The 30-Day Productivity Plan: Break The 30 Bad Habits That Are Sabotaging Your Time Management - One Day At A Time! (The 30-Day Productivity Boost Book 1),Damon Zahariades,CDN$ 4.99,KindleEdition,580,4.5,nan,nan,Feb. 3 2016,DamonZahariades,nan,nan,English,B01BH6C4BI,198 pages,nan,nan,nan,nan,2519 KB,Enabled,Supported,Enabled,Enabled,Enabled,NaN,4.99,580,0,2519,198,NaN,,,2016-02-03,69,17,9,3,2,Top rank,26.10,8574.54,1
